Agency NCES ID,Competitor,PO Number,PO Amount,Agency,Agency City,Agency State,PO Signed Date,Fiscal Year
,Educere,2401519,"$3,000",Granville School District,Granville,Ohio,01/05/2024,FY24
3417430,Educere,24-3375,"$1,295",West Deptford Township School District,West Deptford,New Jersey,01/04/2024,FY24
3417430,Educere,24-3376,"$1,360",West Deptford Township School District,West Deptford,New Jersey,01/04/2024,FY24
3411220,Educere,24-2584,"$145,178",New Brunswick City School District,New Brunswick,New Jersey,01/04/2024,FY24
4220910,Educere,7732,"$3,540",Schuylkill Haven Area School District,Schuylkill Haven,Pennsylvania,01/03/2024,FY24
3416800,Educere,24-005074,"$11,375",Vineland City School District,Vineland,New Jersey,01/03/2024,FY24
4219470,Educere,802400142,"$1,662",Colonial School District,Plymouth Meeting,Pennsylvania,01/02/2024,FY24
3411970,Educere,PO:401471 DT:01/02/2024,"$2,147",Ocean City School District,Ocean City,New Jersey,01/02/2024,FY24
3400009,Educere,24-01709,"$1,160",Somerset Hills Regional School District,Bernardsville,New Jersey,01/01/2024,FY24
3416230,Educere,24-03891,"$1,392",Toms River Regional School District,Toms River,New Jersey,12/31/2023,FY24
3415450,Educere,401343,"$2,937",Delsea Regional High School School District,Franklinville,New Jersey,12/29/2023,FY24
3404500,Educere,PO-24-0004177,"$6,476",Edison Township School District,Edison,New Jersey,12/28/2023,FY24
1742480,Educere,DT:12/20/2023 CHK:71205,"$1,999",Williamsville Community Unit School District 15,Williamsville,Illinois,12/20/2023,FY24
4214310,Educere,PMT:AP3060800060,"$1,592",Loyalsock Township School District,Williamsport,Pennsylvania,12/20/2023,FY24
4218510,Educere,2400001105,"$8,386",Parkland School District,Allentown,Pennsylvania,12/18/2023,FY24
1739120,Educere,VEN:EDUCERE DT:12/18/2023 CHK:84154,"$1,321",Tolono Community Unit School District 7,Tolono,Illinois,12/18/2023,FY24
4218510,Educere,2400001557,"$23,142",Parkland School District,Allentown,Pennsylvania,12/18/2023,FY24
4218510,Educere,2400001090,"$59,351",Parkland School District,Allentown,Pennsylvania,12/18/2023,FY24
3412260,Educere,VEN:1233 DT:12/11/2023 CHK:102582,"$1,596",River Dell Regional School District,River Edge,New Jersey,12/11/2023,FY24
3410110,Educere,24-001919,"$1,596",Middletown Township School District,Leonardo,New Jersey,12/11/2023,FY24
3410110,Educere,24-001923,"$3,591",Middletown Township School District,Leonardo,New Jersey,12/11/2023,FY24
4202970,Educere,PO:0132400030 DT:12/08/2023,"$3,998",Baldwin-Whitehall School District,Pittsburgh,Pennsylvania,12/08/2023,FY24
3404500,Educere,PO-24-0003854,"$6,337",Edison Township School District,Edison,New Jersey,12/08/2023,FY24
4202040,Educere,PO: 2102400029 DT:12/06/2023 INV:AbingHS2308,"$1,392",Abington School District,Abington,Pennsylvania,12/06/2023,FY24
4219890,Educere,771543,"$1,596",Quakertown Community School District,Quakertown,Pennsylvania,12/04/2023,FY24
3415450,Educere,401184,"$6,637",Delsea Regional High School School District,Franklinville,New Jersey,12/01/2023,FY24
1711790,Educere,32400160,"$27,026",Danville Community Consolidated School District 118,Danville,Illinois,11/30/2023,FY24
4202970,Educere,PO:0132400030 DT:11/30/2023,"$1,996",Baldwin-Whitehall School District,Pittsburgh,Pennsylvania,11/30/2023,FY24
3405610,Educere,PO: 24-01095 CHK:527614,"$23,743",Freehold Regional School District,Englishtown,New Jersey,11/30/2023,FY24
3405610,Educere,PO: 24-00103 CHK:527614,"$18,311",Freehold Regional School District,Englishtown,New Jersey,11/30/2023,FY24
3405070,Educere,24-0396,"$5,488",Fairview Borough School District,Fairview,New Jersey,11/30/2023,FY24
3416800,Educere,24-004633,"$8,334",Vineland City School District,Vineland,New Jersey,11/30/2023,FY24
,Educere,DT:11/29/2023 CHK:40670,"$1,464",Lincoln Charter,Denver,North Carolina,11/29/2023,FY24
3411400,Educere,401855,"$2,171",Newton Town School District,Newton,New Jersey,11/29/2023,FY24
4219470,Educere,802400127,"$3,045",Colonial School District,Plymouth Meeting,Pennsylvania,11/29/2023,FY24
,Educere,40670,"$1,464",Lincoln Charter,Denver,North Carolina,11/29/2023,FY24
3407350,Educere,23241351,"$1,208",Hoboken City School District,Hoboken,New Jersey,11/29/2023,FY24
3404380,Educere,CHK:401389 CHK:165058,"$2,609",Eastern Camden County Regional School District,Voorhees,New Jersey,11/28/2023,FY24
3409330,Educere,402330,"$1,596",Mahwah Township School District,Mahwah,New Jersey,11/22/2023,FY24
3680280,Educere,24-01674,"$6,808",Dutchess Board of Cooperative Educational Services,Poughkeepsie,New York,11/21/2023,FY24
3417430,Educere,24-2915,"$1,797",West Deptford Township School District,West Deptford,New Jersey,11/21/2023,FY24
4211450,Educere,PYMT: 0000021426,"$55,972",Hanover Public School District,Hanover,Pennsylvania,11/17/2023,FY24
4202970,Educere,PO:0132400030 DT:11/16/2023,"$149,925",Baldwin-Whitehall School District,Pittsburgh,Pennsylvania,11/16/2023,FY24
1725590,Educere,DT:11/15/2023 CHK:17049,"$2,999",Community Unit School District 4,Mendon,Illinois,11/15/2023,FY24
4205340,Educere,DT:11/14/2023 TRN:AP0646200083,"$7,996",Central Cambria School District,Ebensburg,Pennsylvania,11/14/2023,FY24
3407350,Educere,23241268,"$3,543",Hoboken City School District,Hoboken,New Jersey,11/11/2023,FY24
3402280,Educere,402685,"$1,596",Bridgewater-Raritan Regional School District,Martinsville,New Jersey,11/08/2023,FY24
3417100,Educere,PO-24-1376,"$5,600",Robbinsville Township School District,Robbinsville,New Jersey,11/08/2023,FY24
2508820,Educere,20241338,"$1,148",North Reading School District,North Reading,Massachusetts,11/06/2023,FY24
4214310,Educere,PMT:AP3045300018,"$3,212",Loyalsock Township School District,Williamsport,Pennsylvania,11/02/2023,FY24
3904894,Educere,5871,"$1,392",Genoa Area Local School District,Genoa,Ohio,11/01/2023,FY24
3410110,Educere,24-001529,"$2,594",Middletown Township School District,Leonardo,New Jersey,11/01/2023,FY24
3402910,Educere,24A-1607,"$3,165",Central Regional School District,Bayville,New Jersey,11/01/2023,FY24
3680620,Educere,A24-01742,"$3,048",Orange-Ulster Board of Cooperative Educational Services,Goshen,New York,11/01/2023,FY24
3413650,Educere,PO-24-01523,"$32,074",Randolph Township School District,Randolph,New Jersey,11/01/2023,FY24
3404500,Educere,PO-24-0003150,"$12,252",Edison Township School District,Edison,New Jersey,10/31/2023,FY24
4220910,Educere,7629,"$2,394",Schuylkill Haven Area School District,Schuylkill Haven,Pennsylvania,10/30/2023,FY24
5503840,Educere,4002400305,"$2,295",Durand School District,Durand,Wisconsin,10/30/2023,FY24
3409750,Educere,24-02187,"$5,199",Matawan-Aberdeen Regional School District,Aberdeen,New Jersey,10/30/2023,FY24
4219470,Educere,802400108,"$4,575",Colonial School District,Plymouth Meeting,Pennsylvania,10/30/2023,FY24
3415480,Educere,PO-24-0001248,"$4,589",Southern Regional School District,Manahawkin,New Jersey,10/30/2023,FY24
1711790,Educere,282400132,"$4,835",Danville Community Consolidated School District 118,Danville,Illinois,10/30/2023,FY24
1711790,Educere,282400129,"$4,937",Danville Community Consolidated School District 118,Danville,Illinois,10/30/2023,FY24
3407980,Educere,PO-24-01055,"$2,602",Kingsway Regional School District,Woolwich Twp.,New Jersey,10/30/2023,FY24
3409330,Educere,402143,"$5,482",Mahwah Township School District,Mahwah,New Jersey,10/27/2023,FY24
5508640,Educere,12240352,"$5,997",Maple School District,Maple,Wisconsin,10/26/2023,FY24
3410720,Educere,PO:400796 CHK:318558 INV:MorisCV2301,"$7,980",Morris County Vocational School District,Denville,New Jersey,10/26/2023,FY24
5504290,Educere,8122400161,"$2,494",Elkhorn Area School District,Elkhorn,Wisconsin,10/26/2023,FY24
,Educere,DT:2023-10-26 CHK:0000256379,"$20,671",Delaware Military Academy,Wilmington,Delaware,10/26/2023,FY24
802430,Educere,30987,"$6,598",Bennett School District 29-J,Bennett,Colorado,10/25/2023,FY24
4214310,Educere,PMT:AP3039300024,"$2,295",Loyalsock Township School District,Williamsport,Pennsylvania,10/25/2023,FY24
,Educere,DT:2023-10-25 CHK:0000256028,"$1,755",Newark Charter School,Newark,Delaware,10/25/2023,FY24
,Educere,20241636,"$6,072",Town of Longmeadow,Longmeadow,Massachusetts,10/24/2023,FY24
2506990,Educere,20241636,"$6,072",Longmeadow School District,Longmeadow,Massachusetts,10/24/2023,FY24
4216020,Educere,DT:10/23/2023 TRN:LE1200700003,"$1,023",Mount Union Area School District,Mount Union,Pennsylvania,10/23/2023,FY24
4216020,Educere,DT:10/23/2023 TRN:LE1200700002,"$5,740",Mount Union Area School District,Mount Union,Pennsylvania,10/23/2023,FY24
3412420,Educere,401681,"$6,669",Paramus Borough School District,Paramus,New Jersey,10/20/2023,FY24
1726760,Educere,Check# 64107,"$4,489",Morrisonville Community Unit School District 1,Morrisonville,Illinois,10/19/2023,FY24
3403990,Educere,PO:341590 CHK:59581,"$2,146",Dumont Borough School District,Dumont,New Jersey,10/19/2023,FY24
3403300,Educere,R-243465,"$8,146",Clifton City School District,Clifton,New Jersey,10/19/2023,FY24
,Educere,243106,"$14,000",City of Beverly,Beverly,Massachusetts,10/19/2023,FY24
5505940,Educere,8302400034,"$27,986",Greenfield School District,Greenfield,Wisconsin,10/18/2023,FY24
3407920,Educere,401013,"$4,263",Kenilworth Borough School District,Kenilworth,New Jersey,10/17/2023,FY24
3407920,Educere,401014,"$1,170",Kenilworth Borough School District,Kenilworth,New Jersey,10/17/2023,FY24
3407920,Educere,401016,"$3,346",Kenilworth Borough School District,Kenilworth,New Jersey,10/17/2023,FY24
3408850,Educere,43809,"$51,000",Lodi Borough School District,Lodi,New Jersey,10/16/2023,FY24
1730160,Educere,DT:10/16/2023 CHK:46864,"$4,151",Oregon Community Unit School District 220,Oregon,Illinois,10/16/2023,FY24
1741070,Educere,DT:10/16/2023 CHK:103074,"$2,993",Waterloo Community Unit School District 5,Waterloo,Illinois,10/16/2023,FY24
3408850,Educere,42590,"$51,000",Lodi Borough School District,Lodi,New Jersey,10/16/2023,FY24
3408850,Educere,44485,"$51,000",Lodi Borough School District,Lodi,New Jersey,10/16/2023,FY24
3405310,Educere,PO-24-01747,"$1,995",Fort Lee Borough School District,Fort Lee,New Jersey,10/16/2023,FY24
,Educere,24-HS-130,"$1,098",Town of Milton,Milton,Massachusetts,10/11/2023,FY24
4206240,Educere,VEN:EDUCERE LLC DT:10/07/2023,"$15,992",Coatesville Area School District,Thorndale,Pennsylvania,10/07/2023,FY24
3404020,Educere,PO-24-00566,"$3,395",Dunellen Borough School District,Dunellen,New Jersey,10/06/2023,FY24
2007650,Educere,240717-01,"$1,208",Independence Unified School District 446,Independence,Kansas,10/05/2023,FY24
5502430,Educere,"VEN:EDUCERE,000 DT:10/05/2023","$4,143",Cedar Grove Belgium School District,Cedar Grove,Wisconsin,10/05/2023,FY24
3406390,Educere,PO-24-00850,"$1,946",Haddonfield Borough School District,Haddonfield,New Jersey,10/05/2023,FY24
3417070,Educere,24-02420,"$42,308",Washington Township School District (Gloucester County),Sewell,New Jersey,10/04/2023,FY24
4206060,Educere,2400000293,"$3,990",Clarion Area School District,Clarion,Pennsylvania,10/03/2023,FY24
3417100,Educere,PO-24-1008,"$7,197",Robbinsville Township School District,Robbinsville,New Jersey,10/02/2023,FY24
3402910,Educere,24A-1388,"$1,965",Central Regional School District,Bayville,New Jersey,10/01/2023,FY24
3415120,Educere,240750,"$1,685",South Amboy City School District,South Amboy,New Jersey,10/01/2023,FY24
4200067,Educere,VEN:EDUCERE LLC DT:10/01/2023 INV:RenasnA2303,"$3,613",Renaissance Academy Charter School,Phoenixville,Pennsylvania,10/01/2023,FY24
3407140,Educere,P202400778,"$3,000",High Point Regional School District,Sussex,New Jersey,10/01/2023,FY24
1730630,Educere,DT:10/01/2023 CHK:107295,"$4,275",Pana Community Unit School District 8,Pana,Illinois,10/01/2023,FY24
3404660,Educere,24-0510,"$20,000",Elmwood Park Borough School District,Elmwood Park,New Jersey,10/01/2023,FY24
904500,Educere,240708,"$3,468",Thomaston School District,Thomaston,Connecticut,09/29/2023,FY24
3410110,Educere,24-001147,"$1,472",Middletown Township School District,Leonardo,New Jersey,09/29/2023,FY24
,Educere,DT:2023-09-29 CHK:0000247723,"$4,941",Las Americas ASPIRA Academy,Newark,Delaware,09/29/2023,FY24
4220580,Educere,2400000499,"$3,990",South Fayette Township School District,McDonald,Pennsylvania,09/29/2023,FY24
3405610,Educere,PO: 24-00103 CHK:526236,"$1,397",Freehold Regional School District,Englishtown,New Jersey,09/28/2023,FY24
4218580,Educere,23001150,"$4,788",Penn-Delco School District,Aston,Pennsylvania,09/28/2023,FY24
4218120,Educere,VEN:EDUCERE LLC DT:09/27/2023,"$1,170",Old Forge School District,Old Forge,Pennsylvania,09/27/2023,FY24
5503840,Educere,4002400199,"$14,018",Durand School District,Durand,Wisconsin,09/24/2023,FY24
3407170,Educere,PO-24-01216,"$1,481",Highland Park Borough School District,Highland Park,New Jersey,09/22/2023,FY24
,Educere,242508,"$9,234",City of Beverly,Beverly,Massachusetts,09/22/2023,FY24
1718180,Educere,CalhnIL2301 2024030034,"$3,990",Calhoun Community Unit School District 40,Hardin,Illinois,09/21/2023,FY24
1700105,Educere,CHK:26089,"$8,082",A-C Central Community Unit School District 262,Ashland,Illinois,09/20/2023,FY24
900750,Educere,PO:240952 VEN:EDUCERE LLC-S-Corp DT:09/19/2023,"$2,000",Cheshire School District,Cheshire,Connecticut,09/19/2023,FY24
3409950,Educere,24-00436,"$39,900",Area Vocational Technical School District of Mercer County,Trenton,New Jersey,09/18/2023,FY24
3401260,Educere,24-1158,"$200,315",Bayonne City School District,Bayonne,New Jersey,09/15/2023,FY24
,Educere,P202400748,"$15,000",Northern Highlands Regional School District,Allendale,New Jersey,09/15/2023,FY24
3413230,Educere,PO-24-0476,"$6,783",Plumsted Township School District,New Egypt,New Jersey,09/13/2023,FY24
3411970,Educere,PO:400647 DT:09/08/2023,"$1,999",Ocean City School District,Ocean City,New Jersey,09/08/2023,FY24
4219470,Educere,802400071,"$1,999",Colonial School District,Plymouth Meeting,Pennsylvania,09/05/2023,FY24
2613560,Educere,DT:09/01/2023 CHK:47977,"$2,498",Evart Public Schools,Evart,Michigan,09/01/2023,FY24
1707440,Educere,DT:09/01/2023 CHK:66551,"$1,796",Brownstown Community Unit School District 201,Brownstown,Illinois,09/01/2023,FY24
3905022,Educere,2409012,"$2,000",McDonald Local School District,Mc Donald,Ohio,09/01/2023,FY24
3403930,Educere,2324-0937,"$14,768",Dover Town School District,Dover,New Jersey,09/01/2023,FY24
5508640,Educere,12240164,"$4,998",Maple School District,Maple,Wisconsin,09/01/2023,FY24
3415120,Educere,240612,"$1,406",South Amboy City School District,South Amboy,New Jersey,09/01/2023,FY24
3407050,Educere,24-00310,"$21,463",Henry Hudson Regional School District,Highlands,New Jersey,08/31/2023,FY24
,Educere,VEN:EDUCERE LLC DT:08/31/2023,"$1,348",Town of Harvard,Harvard,Massachusetts,08/31/2023,FY24
3407050,Educere,24-00326,"$7,384",Henry Hudson Regional School District,Highlands,New Jersey,08/31/2023,FY24
4224650,Educere,2400000481,"$1,999",Valley View School District,Archbald,Pennsylvania,08/31/2023,FY24
3416230,Educere,24-01878,"$39,923",Toms River Regional School District,Toms River,New Jersey,08/31/2023,FY24
,Educere,240368,"$2,549",Town of Shrewsbury,Shrewsbury,Massachusetts,08/30/2023,FY24
5502430,Educere,4130240009,"$4,200",Cedar Grove Belgium School District,Cedar Grove,Wisconsin,08/30/2023,FY24
5502430,Educere,"VEN:EDUCERE,000 DT:08/30/2023","$1,493",Cedar Grove Belgium School District,Cedar Grove,Wisconsin,08/30/2023,FY24
3412990,Educere,400650,"$17,955",Pine Hill Borough School District,Pine HIll,New Jersey,08/30/2023,FY24
4216860,Educere,2324209,"$3,900",New Hope-Solebury School District,New Hope,Pennsylvania,08/30/2023,FY24
,Educere,241919,"$37,138",City of Beverly,Beverly,Massachusetts,08/30/2023,FY24
3405820,Educere,400321,"$15,216",Gateway Regional School District,Woodbury Heights,New Jersey,08/29/2023,FY24
4218120,Educere,VEN:EDUCERE LLC DT:08/28/2023,"$6,267",Old Forge School District,Old Forge,Pennsylvania,08/28/2023,FY24
4222560,Educere,9012324004,"$16,185",Spring-Ford Area School District,Royersford,Pennsylvania,08/28/2023,FY24
3403990,Educere,PO:341424 CHK:59266,"$1,596",Dumont Borough School District,Dumont,New Jersey,08/24/2023,FY24
4214310,Educere,PMT:AP3017800021,"$1,170",Loyalsock Township School District,Williamsport,Pennsylvania,08/24/2023,FY24
3403990,Educere,PO:341425 CHK:59266,"$1,668",Dumont Borough School District,Dumont,New Jersey,08/24/2023,FY24
3404380,Educere,400853,"$1,073",Eastern Camden County Regional School District,Voorhees,New Jersey,08/24/2023,FY24
4224390,Educere,P240999,"$16,000",Upper Dublin School District,Maple Glen,Pennsylvania,08/23/2023,FY24
5507380,Educere,8800240042,"$1,999",Kewaskum School District,Kewaskum,Wisconsin,08/22/2023,FY24
5507380,Educere,8800240041,"$4,998",Kewaskum School District,Kewaskum,Wisconsin,08/22/2023,FY24
,Educere,24-00296,"$11,004",Rancocas Valley Regional High School,Mt Holly,New Jersey,08/22/2023,FY24
3680620,Educere,A24-00912,"$12,000",Orange-Ulster Board of Cooperative Educational Services,Goshen,New York,08/21/2023,FY24
4222560,Educere,9082324011,"$14,500",Spring-Ford Area School District,Royersford,Pennsylvania,08/21/2023,FY24
3415480,Educere,PO-24-0000645,"$5,079",Southern Regional School District,Manahawkin,New Jersey,08/21/2023,FY24
5505940,Educere,8302400052,"$1,785",Greenfield School District,Greenfield,Wisconsin,08/18/2023,FY24
3411160,Educere,24-01122,"$5,460",Neptune Township School District,Neptune Twp,New Jersey,08/18/2023,FY24
5103930,Educere,20240788,"$6,997",Waynesboro City Public Schools,Waynesboro,Virginia,08/17/2023,FY24
4225230,Educere,OSA23605,"$25,987",West Branch Area School District,Morrisdale,Pennsylvania,08/17/2023,FY24
